# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/298K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/298K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/298K/avgRcutoff.dat
# segregationIndex	DPPC	POPC	CHOL
0.9353389389917448 	 0.39260830051499546	0.37940545510266627	0.16332518337408314
0.9582927137168054 	 0.39723661485319517	0.4030112923462986	0.15804480651731162
0.9248734370235825 	 0.38934940969605625	0.3794665324609965	0.15605749486652978
0.9366141705480455 	 0.38794168519891276	0.39372040867181657	0.15495207667731628
0.9404325135111076 	 0.3963110667996012	0.3895907023749368	0.15453074433656958
0.9700689854087158 	 0.40531234628627644	0.3940446650124069	0.17071197411003236
0.9315502239516876 	 0.3937592867756315	0.39067201604814444	0.14711892112791172
0.9378234314734527 	 0.39164619164619163	0.39251870324189525	0.15365853658536585
0.9386575425575081 	 0.38743196437407224	0.39287506271951833	0.1583505154639175
0.9351200382564943 	 0.3945068664169788	0.3906131718395155	0.15
0.9193991171067055 	 0.3811893505847226	0.37925851703406815	0.15895124948791478
0.9427673452286782 	 0.3960975609756098	0.39531405782652046	0.15135572642654796
0.9476524887403699 	 0.39144491420044764	0.39750312109862673	0.15870445344129555
0.9397100180545697 	 0.3848611452445318	0.3906093906093906	0.16423948220064724
0.9484604069442096 	 0.3996038623421639	0.39213709677419356	0.15671944782785222
0.9380066323090251 	 0.389	0.3903410505352253	0.15866558177379983
0.9309894647328834 	 0.38829655343416813	0.3877917414721723	0.15490116982654295
0.938198205491547 	 0.39081582804103565	0.3892956324160565	0.1580867450344548
0.9198543723601189 	 0.3783379086598453	0.3890020366598778	0.15251442704039572
0.9463111164556276 	 0.39570322258306273	0.3857506361323155	0.16485725774024929
0.9521660484522871 	 0.39930983485333993	0.3922071263778518	0.16064908722109533
0.928860584319307 	 0.3847305389221557	0.3862138874809934	0.15791615791615793
0.9340062594003931 	 0.39081582804103565	0.3885971492873218	0.15459328207203563
0.926470689275314 	 0.3857742652506792	0.3794586390083481	0.16123778501628663
0.9192290186115096 	 0.38355489906450024	0.381330685203575	0.15434343434343434
0.9451290137816528 	 0.39172688761525043	0.3989873417721519	0.15441478439425052
0.9329514681798963 	 0.387719732607081	0.39799247176913427	0.147239263803681
0.936226006617165 	 0.3861117951243536	0.39107806691449815	0.15903614457831325
0.9252358368681218 	 0.38593110093953265	0.38730473592858916	0.152
0.9385221165576993 	 0.38560281902844196	0.39166878333756666	0.16125051419169067
0.9364598959516499 	 0.38980509745127434	0.3924949290060852	0.15415986949429036
0.9305029071705491 	 0.3888477670861091	0.3940149625935162	0.14764017749092376
0.9483176754967936 	 0.39114570664072	0.39302854256125286	0.1641434262948207
0.9404481666179632 	 0.391304347826087	0.40050632911392403	0.1486374896779521
0.9320291254620101 	 0.38847117794486213	0.3850213621512943	0.15853658536585366
0.9169146443336076 	 0.3837528033889858	0.3779964673227353	0.15516537362188648
0.9332016427474942 	 0.3905870936438622	0.3909068445762293	0.1517077045274027
0.9250144115133083 	 0.38924205378973104	0.3902439024390244	0.14552845528455285
0.9587274166333393 	 0.3944145026947575	0.40040496076942544	0.16390795316915624
0.9722118466587493 	 0.40757128810226156	0.40960809102402024	0.15503246753246752
0.9387725696264967 	 0.3914851969659897	0.38855721393034826	0.15873015873015872
0.9547794190601678 	 0.3970260223048327	0.3969658659924147	0.16078753076292043
0.9472091301416825 	 0.39618378106954555	0.39274010587345604	0.15828524319868095
0.9626380789510648 	 0.4037009982955929	0.4025748947759346	0.1563621858795373
0.9105318084005741 	 0.38134969325153373	0.383	0.14618211514904042
0.9303388109983572 	 0.3903410505352253	0.3852604828462516	0.15473727761688044
0.9451442813198799 	 0.401770346692894	0.3904040404040404	0.1529698942229455
0.923209306984396 	 0.395424023874658	0.3870324189526185	0.1407528641571195
0.957697867339261 	 0.39548577036310106	0.39769596794390183	0.16451612903225807
0.9754456882080613 	 0.399803777287221	0.41183847504389265	0.16380343587694765
0.9954980168526355 	 0.41504670537742994	0.4140565317035905	0.16639477977161501
0.950889123682322 	 0.3905976494123531	0.3993993993993994	0.1608920748705695
0.9530079465667783 	 0.39381083104567005	0.40100502512562813	0.15819209039548024
0.9317069694471894 	 0.39179841897233203	0.3916397113709878	0.14826883910386965
0.9378689578397785 	 0.3906907650408517	0.3940837302582101	0.15309446254071662
0.9506300777014411 	 0.3990159901599016	0.39590614078881675	0.15570794675272287
0.961389545369604 	 0.4033407025300909	0.3900975243810953	0.16795131845841785
0.9554975110526214 	 0.3927945959469602	0.39562674802949405	0.16707616707616707
0.9273791206761006 	 0.3877750611246944	0.3831610789009327	0.15644298065047343
0.9070877847327363 	 0.37191554311879926	0.37903841261765453	0.15613382899628253
0.9103929875758362 	 0.37462981243830207	0.3848659483838637	0.15089722675367048
0.9223898208089325 	 0.3822592501837785	0.3774241670810542	0.16270640354409988
0.9537055115135441 	 0.3991042547897487	0.3900851276915373	0.16451612903225807
0.9534048257605892 	 0.3941898322063611	0.3987915407854985	0.16042345276872963
0.9269109707692599 	 0.38534798534798537	0.3841779975278121	0.15738498789346247
0.9114873019375626 	 0.383996096608929	0.3761833582461385	0.15130784708249498
0.8961089600774331 	 0.37552638097597224	0.3702795487984306	0.1503030303030303
0.930166449249018 	 0.3888888888888889	0.39282051282051283	0.14845704753961636
0.9628955526172133 	 0.3974358974358974	0.40565335978180017	0.15980629539951574
