# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/DBSCANanalysisSystem.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/298K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/298K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/298K/avgRcutoff_NO_CHOL.dat
# System consisting of species :	 DPPC	POPC
# Cluster-count	Core lipid to total lipid	        Cluster lipids to total lipids	        Outlier lipids to total lipids	        Silhouette Coefficent for lipid species
13 0.016666666666666666 0.10104166666666667 0.8989583333333333 0.6230787362315153	0.8026724721647677
27 0.058333333333333334 0.26145833333333335 0.7385416666666667 0.5789254274823086	0.5527825250141613
20 0.04479166666666667 0.184375 0.815625 0.6367241687824822	0.6178897143936773
18 0.05 0.19375 0.80625 0.5691598872153241	0.5461112593754831
26 0.042708333333333334 0.22395833333333334 0.7760416666666666 0.6137157609151396	0.651674638984618
23 0.06666666666666667 0.25104166666666666 0.7489583333333333 0.6090691424013728	0.5676766725076912
21 0.06354166666666666 0.23854166666666668 0.7614583333333333 0.5497768807296481	0.5515709343229378
21 0.06041666666666667 0.24479166666666666 0.7552083333333334 0.5409537940216143	0.5605471640698231
21 0.05625 0.23854166666666668 0.7614583333333333 0.5305880705059162	0.5821084883946109
23 0.059375 0.234375 0.765625 0.5120345858119999	0.6127196531150417
18 0.036458333333333336 0.175 0.825 0.5923875217118278	0.5920873381640147
25 0.05625 0.2552083333333333 0.7447916666666666 0.5608593969093322	0.637463526504319
20 0.053125 0.22291666666666668 0.7770833333333333 0.5635100688713317	0.4070622177286621
21 0.042708333333333334 0.19895833333333332 0.8010416666666667 0.6312438232311096	0.5783630856805615
24 0.06666666666666667 0.2604166666666667 0.7395833333333334 0.485501297439183	0.5686840615442827
23 0.04375 0.2125 0.7875 0.566572476694807	0.5957135707765144
20 0.034375 0.18125 0.81875 0.573785953793685	0.6813188143799093
31 0.07291666666666667 0.30625 0.69375 0.4836544396334428	0.5429277690353158
19 0.0375 0.178125 0.821875 0.6719882222852437	0.6167082024740627
26 0.05520833333333333 0.26145833333333335 0.7385416666666667 0.6126949932473656	0.6364329310528059
23 0.052083333333333336 0.228125 0.771875 0.5459861576304366	0.5046188541870142
