# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/298K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/298K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/298K/avgRcutoff_NO_CHOL.dat
# segregationIndex	DPPC	POPC
0.9986866656473252 	 0.505066250974279	0.49362041467304624
1.0245297091324677 	 0.5125756128621458	0.511954096270322
0.9848166874537891 	 0.49584133077415227	0.4889753566796368
1.0006328028828606 	 0.4995227489659561	0.5011100539169046
1.01287713830957 	 0.5102695763799743	0.5026075619295959
1.023314992461998 	 0.5162907268170426	0.5070242656449553
1.0121925043456037 	 0.508637236084453	0.5035552682611506
1.000305789084895 	 0.5017311929493232	0.49857459613557176
0.999680817108203 	 0.4998404085541015	0.4998404085541015
1.0096572511489632 	 0.5073859987154785	0.5022712524334848
0.9756481176443188 	 0.48930054295752157	0.4863475746867973
1.0167524759469122 	 0.5113350125944585	0.5054174633524537
1.0124638373630401 	 0.5048107761385503	0.5076530612244898
0.9939662370666182 	 0.49714285714285716	0.49682337992376113
1.0143151143947473 	 0.5117311350665821	0.5025839793281653
0.9968055125678075 	 0.49744245524296676	0.49936305732484076
1.001549996822909 	 0.5051612903225806	0.4963887065003283
0.9983261245744623 	 0.5037783375314862	0.49454778704297625
0.9876665072060478 	 0.4928478543563069	0.4948186528497409
1.0047413485547445 	 0.5078550817569734	0.4968862667977712
1.0155940561104768 	 0.5149396058486968	0.5006544502617801
0.9864779877143766 	 0.49470644850818096	0.49177153920619554
1.0005813031760291 	 0.5039370078740157	0.4966442953020134
0.9819391350424851 	 0.4960304858685297	0.4859086491739553
0.980653219078665 	 0.4921036007580543	0.48854961832061067
1.018110844038885 	 0.5087378640776699	0.5093729799612152
1.0099225494764612 	 0.5033751205400193	0.506547428936442
0.9971448663853727 	 0.49777777777777776	0.49936708860759493
0.9918099000560158 	 0.49906542056074765	0.4927444794952681
0.9954636876359297 	 0.4969185857930587	0.498545101842871
1.0054960910045745 	 0.5037132709073296	0.5017828200972447
1.0047751456864908 	 0.5020707231602421	0.5027044225262488
1.0069339090520093 	 0.5075757575757576	0.4993581514762516
1.0140934286376475 	 0.5072046109510087	0.5068888176866388
0.9938644692453922 	 0.4983922829581994	0.49547218628719275
0.9774307933464214 	 0.49217002237136465	0.4852607709750567
1.0037542755268782 	 0.504070131496556	0.4996841440303222
1.0015703422614757 	 0.5026839280075781	0.49888641425389757
1.0162173229735187 	 0.5103011093502378	0.5059162136232811
1.0495965863229804 	 0.527689369828135	0.5219072164948454
1.0005967809082987 	 0.5033029254482542	0.49729385546004456
1.0202378014872293 	 0.51264	0.5075978014872292
1.0125825369613262 	 0.5078854200193113	0.5046971169420149
1.0352844077839427 	 0.5200752823086575	0.5152091254752852
0.9818519895269726 	 0.49270767279644895	0.4891443167305236
0.9947679982483679 	 0.5015994881637876	0.49316851008458035
1.018382858482159 	 0.5161086544535691	0.50227420402859
1.0079836728106348 	 0.5070153061224489	0.5009683666881859
1.0181212262630077 	 0.5109350237717908	0.5071862024912168
1.0397168779389014 	 0.518943011779688	0.5207738661592134
1.0620251135001941 	 0.5323834196891192	0.529641693811075
1.014426117178922 	 0.5045219638242894	0.5099041533546326
1.0208988392062737 	 0.5090322580645161	0.5118665811417575
1.0099036780668813 	 0.5059011164274322	0.5040025616394492
1.0070323347173429 	 0.5039923347173427	0.50304
1.021949362209285 	 0.5137789040228065	0.5081704581864787
1.0144090743177667 	 0.5136065060994682	0.5008025682182986
1.0116454132890578 	 0.5069422021310946	0.504703211157963
0.9890603154979489 	 0.49984242042231325	0.4892178950756357
0.9694363431422215 	 0.48234905971626524	0.4870872834259562
0.9750873223619563 	 0.4860710854947166	0.4890162368672397
0.974930886451497 	 0.4908747640025173	0.4840561224489796
1.0124344277423456 	 0.5098537825810553	0.5025806451612903
1.017722232054059 	 0.5080697224015494	0.5096525096525096
0.9852010167924727 	 0.49451582575994985	0.4906851910325229
0.9749187912884882 	 0.49264475743348984	0.4822740338549984
0.9588076776997382 	 0.47989870212092434	0.47890897557881384
1.0022607308768243 	 0.5029126213592233	0.49934810951760106
1.0281594490585708 	 0.5122338735303463	0.5159255755282245
